date,sku_id,category,demand,price,is_promotion,stock_available,competitor_oos
2022-02-05,SKU_001,Electronics,133,5135.38,0,101,0
2022-02-06,SKU_001,Electronics,166,4638.4,0,280,0
2022-02-07,SKU_001,Electronics,128,4909.4,0,220,0
2022-02-08,SKU_001,Electronics,140,5379.39,0,219,0
2022-02-09,SKU_001,Electronics,131,5307.06,0,490,0
2022-02-10,SKU_001,Electronics,119,4717.5,0,389,0
2022-02-11,SKU_001,Electronics,109,5391.48,0,380,0
2022-02-12,SKU_001,Electronics,136,4855.33,0,239,0
2022-02-13,SKU_001,Electronics,141,4609.13,0,426,0
2022-02-14,SKU_001,Electronics,105,4663.72,0,460,0
2022-02-15,SKU_001,Electronics,109,4916.43,0,214,0
2022-02-16,SKU_001,Electronics,108,4743.18,0,364,0
2022-02-17,SKU_001,Electronics,132,4822.24,0,145,0
2022-02-18,SKU_001,Electronics,96,4563.98,0,491,0
2022-02-19,SKU_001,Electronics,160,5461.35,0,344,0
2022-02-20,SKU_001,Electronics,122,4783.88,0,130,0
2022-02-21,SKU_001,Electronics,121,4765.83,0,51,0
2022-02-22,SKU_001,Electronics,113,4777.69,0,274,0
2022-02-23,SKU_001,Electronics,121,5133.32,0,175,0
2022-02-24,SKU_001,Electronics,121,5484.55,0,465,0
2022-02-25,SKU_001,Electronics,107,5091.68,0,488,0
2022-02-26,SKU_001,Electronics,136,5227.17,0,329,0
2022-02-27,SKU_001,Electronics,155,4969.31,0,147,0
2022-02-28,SKU_001,Electronics,128,4589.37,0,146,0
2022-03-01,SKU_001,Electronics,147,4649.79,0,236,0
2022-03-02,SKU_001,Electronics,142,4515.68,0,196,0
2022-03-03,SKU_001,Electronics,132,4847.7,0,248,0
2022-03-04,SKU_001,Electronics,128,4885.76,0,387,0
2022-03-05,SKU_001,Electronics,134,5336.64,0,316,0
2022-03-06,SKU_001,Electronics,136,5423.61,0,347,0
2022-03-07,SKU_001,Electronics,117,4756.99,0,301,0
2022-03-08,SKU_001,Electronics,101,5495.15,0,303,0
2022-03-09,SKU_001,Electronics,123,5396.14,0,86,0
2022-03-10,SKU_001,Electronics,119,4777.92,0,196,0
2022-03-11,SKU_001,Electronics,123,5224.91,0,180,0
2022-03-12,SKU_001,Electronics,142,5386.69,0,165,0
2022-03-13,SKU_001,Electronics,158,4583.22,0,469,0
2022-03-14,SKU_001,Electronics,124,4508.3,0,148,0
2022-03-15,SKU_001,Electronics,131,5472.57,0,451,0
2022-03-16,SKU_001,Electronics,123,5190.86,0,257,0
2022-03-17,SKU_001,Electronics,107,5493.36,0,210,0
2022-03-18,SKU_001,Electronics,121,4677.89,0,433,0
2022-03-19,SKU_001,Electronics,141,5243.12,0,244,0
2022-03-20,SKU_001,Electronics,156,4592.76,0,420,0
2022-03-21,SKU_001,Electronics,144,5135.31,0,71,0
2022-03-22,SKU_001,Electronics,132,5130.11,0,275,0
2022-03-23,SKU_001,Electronics,119,4849.11,0,146,0
2022-03-24,SKU_001,Electronics,118,4694.3,0,366,0
2022-03-25,SKU_001,Electronics,154,4998.19,0,53,0
2022-03-26,SKU_001,Electronics,146,4676.18,0,269,0
2022-03-27,SKU_001,Electronics,144,4968.95,0,95,0
2022-03-28,SKU_001,Electronics,119,4514.55,0,329,0
2022-03-29,SKU_001,Electronics,130,4829.78,0,351,0
2022-03-30,SKU_001,Electronics,116,4884.12,0,210,0
2022-03-31,SKU_001,Electronics,131,4815.96,0,177,0
2022-04-01,SKU_001,Electronics,106,5343.14,0,372,0
2022-04-02,SKU_001,Electronics,127,5069.05,0,329,0
2022-04-03,SKU_001,Electronics,154,4857.68,0,176,0
2022-04-04,SKU_001,Electronics,109,5017.33,0,435,0
2022-04-05,SKU_001,Electronics,132,4635.69,0,295,0
2022-04-06,SKU_001,Electronics,116,4858.52,0,219,0
2022-04-07,SKU_001,Electronics,128,5366.0,0,62,0
2022-04-08,SKU_001,Electronics,128,4580.68,0,440,0
2022-04-09,SKU_001,Electronics,163,5148.93,0,449,0
2022-04-10,SKU_001,Electronics,146,4549.86,0,420,0
2022-04-11,SKU_001,Electronics,108,4593.06,0,264,0
2022-04-12,SKU_001,Electronics,104,5170.99,0,100,0
2022-04-13,SKU_001,Electronics,150,4785.58,0,363,0
2022-04-14,SKU_001,Electronics,99,5359.33,0,354,0
2022-04-15,SKU_001,Electronics,111,5021.24,0,102,0
2022-04-16,SKU_001,Electronics,142,4770.59,0,157,0
2022-04-17,SKU_001,Electronics,138,4550.77,0,421,0
2022-04-18,SKU_001,Electronics,125,4910.37,0,404,0
2022-04-19,SKU_001,Electronics,138,5474.76,0,173,0
2022-04-20,SKU_001,Electronics,132,5213.55,0,196,0
2022-04-21,SKU_001,Electronics,114,4937.98,0,488,0
2022-04-22,SKU_001,Electronics,132,4749.91,0,166,0
2022-04-23,SKU_001,Electronics,145,5187.46,0,178,0
2022-04-24,SKU_001,Electronics,137,4672.36,0,50,0
2022-04-25,SKU_001,Electronics,103,4592.95,0,138,0
2022-04-26,SKU_001,Electronics,118,5159.17,0,422,0
2022-04-27,SKU_001,Electronics,125,5156.08,0,118,0
2022-04-28,SKU_001,Electronics,149,5110.7,0,296,0
2022-04-29,SKU_001,Electronics,123,4657.71,0,135,0
2022-04-30,SKU_001,Electronics,139,4513.49,0,269,0
2022-05-01,SKU_001,Electronics,152,4973.18,0,267,0
2022-05-02,SKU_001,Electronics,131,5262.31,0,390,0
2022-05-03,SKU_001,Electronics,107,4932.86,0,72,0
2022-05-04,SKU_001,Electronics,121,4547.15,0,295,0
2022-05-05,SKU_001,Electronics,117,4873.64,0,299,0
2022-05-06,SKU_001,Electronics,124,5432.35,0,145,0
2022-05-07,SKU_001,Electronics,152,4662.0,0,329,0
2022-05-08,SKU_001,Electronics,158,5442.8,0,307,0
2022-05-09,SKU_001,Electronics,123,5439.14,0,201,0
2022-05-10,SKU_001,Electronics,118,5176.13,0,212,0
2022-05-11,SKU_001,Electronics,115,5044.61,0,150,0
2022-05-12,SKU_001,Electronics,148,5124.91,0,114,0
2022-05-13,SKU_001,Electronics,126,4570.27,0,313,0
2022-05-14,SKU_001,Electronics,139,4884.42,0,139,0
2022-05-15,SKU_001,Electronics,132,4995.04,0,363,0
2022-05-16,SKU_001,Electronics,113,5195.7,0,124,0
2022-05-17,SKU_001,Electronics,127,5302.42,0,298,0
2022-05-18,SKU_001,Electronics,129,5046.96,0,406,0
2022-05-19,SKU_001,Electronics,131,5489.41,0,85,0
2022-05-20,SKU_001,Electronics,130,4871.04,0,145,0
2022-05-21,SKU_001,Electronics,154,5357.34,0,418,0
2022-05-22,SKU_001,Electronics,145,5178.81,0,328,0
2022-05-23,SKU_001,Electronics,118,5401.47,0,111,0
2022-05-24,SKU_001,Electronics,126,4995.56,0,266,0
2022-05-25,SKU_001,Electronics,131,4888.22,0,445,0
2022-05-26,SKU_001,Electronics,119,5457.45,0,452,0
2022-05-27,SKU_001,Electronics,119,5448.97,0,433,0
2022-05-28,SKU_001,Electronics,140,4981.52,0,416,0
2022-05-29,SKU_001,Electronics,161,4711.79,0,102,0
2022-05-30,SKU_001,Electronics,148,5290.52,0,106,0
2022-05-31,SKU_001,Electronics,144,5467.56,0,58,0
2022-06-01,SKU_001,Electronics,128,5260.46,0,450,0
2022-06-02,SKU_001,Electronics,118,5320.8,0,171,0
2022-06-03,SKU_001,Electronics,125,4645.68,0,78,0
2022-06-04,SKU_001,Electronics,130,5311.74,0,376,0
2022-06-05,SKU_001,Electronics,130,5484.9,0,181,0
2022-06-06,SKU_001,Electronics,139,4980.67,0,413,0
2022-06-07,SKU_001,Electronics,111,5057.39,0,140,0
2022-06-08,SKU_001,Electronics,113,4933.46,0,222,0
2022-06-09,SKU_001,Electronics,109,4510.45,0,269,0
2022-06-10,SKU_001,Electronics,142,5266.14,0,432,0
2022-06-11,SKU_001,Electronics,153,5148.18,0,50,0
2022-06-12,SKU_001,Electronics,134,4899.24,0,418,0
2022-06-13,SKU_001,Electronics,132,4581.97,0,466,0
2022-06-14,SKU_001,Electronics,126,4572.88,0,276,0
2022-06-15,SKU_001,Electronics,123,5194.37,0,490,0
2022-06-16,SKU_001,Electronics,150,5194.71,0,464,0
2022-06-17,SKU_001,Electronics,128,5494.73,0,103,0
2022-06-18,SKU_001,Electronics,158,4544.54,0,61,0
2022-06-19,SKU_001,Electronics,150,5457.61,0,321,0
2022-06-20,SKU_001,Electronics,122,5119.11,0,57,0
2022-06-21,SKU_001,Electronics,40,4668.75,0,213,0
2022-06-22,SKU_001,Electronics,77,5082.64,0,269,0
2022-06-23,SKU_001,Electronics,92,4859.37,0,277,0
2022-06-24,SKU_001,Electronics,79,5312.73,0,269,0
2022-06-25,SKU_001,Electronics,152,4770.0,0,446,0
2022-06-26,SKU_001,Electronics,132,5431.64,0,291,0
2022-06-27,SKU_001,Electronics,145,5050.58,0,54,0
2022-06-28,SKU_001,Electronics,122,5309.49,0,273,0
2022-06-29,SKU_001,Electronics,120,5484.19,0,316,0
2022-06-30,SKU_001,Electronics,103,5468.82,0,332,0
2022-07-01,SKU_001,Electronics,140,5068.07,0,466,0
2022-07-02,SKU_001,Electronics,119,4772.45,0,360,0
2022-07-03,SKU_001,Electronics,137,5363.65,0,246,0
2022-07-04,SKU_001,Electronics,142,5443.68,0,132,0
2022-07-05,SKU_001,Electronics,127,4746.4,0,127,0
2022-07-06,SKU_001,Electronics,115,4773.78,0,309,0
2022-07-07,SKU_001,Electronics,114,4727.7,0,418,0
2022-07-08,SKU_001,Electronics,82,5330.31,0,355,0
2022-07-09,SKU_001,Electronics,145,5351.11,0,103,0
2022-07-10,SKU_001,Electronics,153,4979.05,0,456,0
2022-07-11,SKU_001,Electronics,140,5254.09,0,390,0
2022-07-12,SKU_001,Electronics,137,5402.07,0,241,0
2022-07-13,SKU_001,Electronics,130,4513.64,0,343,0
2022-07-14,SKU_001,Electronics,143,5053.8,0,484,0
2022-07-15,SKU_001,Electronics,139,5403.08,0,357,0
2022-07-16,SKU_001,Electronics,124,5409.39,0,79,0
2022-07-17,SKU_001,Electronics,172,5121.06,0,100,0
2022-07-18,SKU_001,Electronics,135,4958.35,0,450,0
2022-07-19,SKU_001,Electronics,131,4991.12,0,389,0
2022-07-20,SKU_001,Electronics,128,4991.62,0,254,0
2022-07-21,SKU_001,Electronics,123,4708.19,0,92,0
2022-07-22,SKU_001,Electronics,122,4627.95,0,232,0
2022-07-23,SKU_001,Electronics,147,5083.75,0,423,0
2022-07-24,SKU_001,Electronics,138,5195.46,0,330,0
2022-07-25,SKU_001,Electronics,130,5395.71,0,244,0
2022-07-26,SKU_001,Electronics,129,5100.92,0,100,0
2022-07-27,SKU_001,Electronics,124,4539.96,0,54,0
2022-07-28,SKU_001,Electronics,108,4530.9,0,375,0
2022-07-29,SKU_001,Electronics,108,4619.71,0,282,0
2022-07-30,SKU_001,Electronics,158,4627.82,0,267,0
2022-07-31,SKU_001,Electronics,145,5189.36,0,122,0
2022-08-01,SKU_001,Electronics,123,5186.75,0,105,0
2022-08-02,SKU_001,Electronics,113,5372.5,0,368,0
2022-08-03,SKU_001,Electronics,126,5035.58,0,105,0
2022-08-04,SKU_001,Electronics,124,4983.53,0,77,0
2022-08-05,SKU_001,Electronics,116,5246.42,0,63,0
2022-08-06,SKU_001,Electronics,122,4646.81,0,420,0
2022-08-07,SKU_001,Electronics,156,5010.68,0,288,0
2022-08-08,SKU_001,Electronics,128,4529.57,0,323,0
2022-08-09,SKU_001,Electronics,142,4741.52,0,168,0
2022-08-10,SKU_001,Electronics,94,4876.31,0,251,0
2022-08-11,SKU_001,Electronics,138,4588.29,0,175,0
2022-08-12,SKU_001,Electronics,127,4618.84,0,194,0
2022-08-13,SKU_001,Electronics,145,4854.13,0,282,0
2022-08-14,SKU_001,Electronics,124,4997.44,0,160,0
2022-08-15,SKU_001,Electronics,214,5056.73,0,473,0
2022-08-16,SKU_001,Electronics,150,4930.67,0,132,0
2022-08-17,SKU_001,Electronics,122,5398.57,0,369,0
2022-08-18,SKU_001,Electronics,127,5069.76,0,489,0
2022-08-19,SKU_001,Electronics,99,5432.61,0,486,0
2022-08-20,SKU_001,Electronics,149,4600.86,0,247,0
2022-08-21,SKU_001,Electronics,147,5349.75,0,495,0
2022-08-22,SKU_001,Electronics,97,4784.14,0,144,0
2022-08-23,SKU_001,Electronics,126,5416.31,0,384,0
2022-08-24,SKU_001,Electronics,135,5316.01,0,418,0
2022-08-25,SKU_001,Electronics,146,5319.8,0,243,0
2022-08-26,SKU_001,Electronics,123,5055.75,0,441,0
2022-08-27,SKU_001,Electronics,164,4704.14,0,459,0
2022-08-28,SKU_001,Electronics,148,4822.71,0,324,0
2022-08-29,SKU_001,Electronics,132,5028.83,0,50,0
2022-08-30,SKU_001,Electronics,115,5109.6,0,369,0
2022-08-31,SKU_001,Electronics,125,5430.93,0,382,0
2022-09-01,SKU_001,Electronics,114,5031.58,0,210,0
2022-09-02,SKU_001,Electronics,115,5047.59,0,187,0
2022-09-03,SKU_001,Electronics,124,5488.86,0,62,0
2022-09-04,SKU_001,Electronics,142,4637.9,0,378,0
2022-09-05,SKU_001,Electronics,128,5259.18,0,448,0
2022-09-06,SKU_001,Electronics,95,4847.9,0,354,0
2022-09-07,SKU_001,Electronics,115,5349.66,0,493,0
2022-09-08,SKU_001,Electronics,127,4680.3,0,84,0
2022-09-09,SKU_001,Electronics,126,5425.36,0,369,0
2022-09-10,SKU_001,Electronics,163,4638.84,0,410,0
2022-09-11,SKU_001,Electronics,153,5249.45,0,365,0
2022-09-12,SKU_001,Electronics,121,5313.51,0,428,0
2022-09-13,SKU_001,Electronics,121,5132.73,0,111,0
2022-09-14,SKU_001,Electronics,135,4891.47,0,345,0
2022-09-15,SKU_001,Electronics,121,4950.96,0,153,0
2022-09-16,SKU_001,Electronics,117,4800.42,0,72,0
2022-09-17,SKU_001,Electronics,123,4937.76,0,202,0
2022-09-18,SKU_001,Electronics,135,5030.85,0,358,0
2022-09-19,SKU_001,Electronics,105,5405.39,0,484,0
2022-09-20,SKU_001,Electronics,97,4831.85,0,228,0
2022-09-21,SKU_001,Electronics,142,4833.94,0,497,0
2022-09-22,SKU_001,Electronics,145,5072.14,0,206,0
2022-09-23,SKU_001,Electronics,124,4650.74,0,146,0
2022-09-24,SKU_001,Electronics,161,4642.2,0,245,0
2022-09-25,SKU_001,Electronics,158,5068.88,0,59,0
2022-09-26,SKU_001,Electronics,145,4602.0,0,446,0
2022-09-27,SKU_001,Electronics,124,4609.71,0,277,0
2022-09-28,SKU_001,Electronics,152,5001.29,0,185,0
2022-09-29,SKU_001,Electronics,114,4648.99,0,96,0
2022-09-30,SKU_001,Electronics,142,4511.3,0,164,0
2022-10-01,SKU_001,Electronics,144,5192.91,0,341,0
2022-10-02,SKU_001,Electronics,159,5325.73,0,303,0
2022-10-03,SKU_001,Electronics,144,5407.37,0,87,0
2022-10-04,SKU_001,Electronics,120,4786.97,0,412,0
2022-10-05,SKU_001,Electronics,108,4652.42,0,190,0
2022-10-06,SKU_001,Electronics,135,5091.94,0,405,0
2022-10-07,SKU_001,Electronics,114,5417.67,0,182,0
2022-10-08,SKU_001,Electronics,153,4651.61,0,141,0
2022-10-09,SKU_001,Electronics,155,4873.46,0,442,0
2022-10-10,SKU_001,Electronics,144,5433.28,0,263,0
2022-10-11,SKU_001,Electronics,119,5409.6,0,306,0
2022-10-12,SKU_001,Electronics,156,4898.02,0,358,0
2022-10-13,SKU_001,Electronics,131,4834.23,0,485,0
2022-10-14,SKU_001,Electronics,131,4613.34,0,293,0
2022-10-15,SKU_001,Electronics,166,5036.39,0,124,0
2022-10-16,SKU_001,Electronics,149,4979.84,0,396,0
2022-10-17,SKU_001,Electronics,135,4951.23,0,476,0
2022-10-18,SKU_001,Electronics,131,4664.58,0,393,0
2022-10-19,SKU_001,Electronics,107,4810.51,0,334,0
2022-10-20,SKU_001,Electronics,147,4512.19,0,98,0
2022-10-21,SKU_001,Electronics,139,4677.1,0,133,0
2022-10-22,SKU_001,Electronics,178,5359.56,0,112,0
2022-10-23,SKU_001,Electronics,131,5495.77,0,98,0
2022-10-24,SKU_001,Electronics,394,4896.34,1,484,0
2022-10-25,SKU_001,Electronics,196,4708.96,0,260,0
2022-10-26,SKU_001,Electronics,210,5123.95,0,335,0
2022-10-27,SKU_001,Electronics,175,5335.5,0,68,0
2022-10-28,SKU_001,Electronics,142,4939.77,0,163,0
2022-10-29,SKU_001,Electronics,119,4996.01,0,484,0
2022-10-30,SKU_001,Electronics,146,5360.71,0,408,0
2022-10-31,SKU_001,Electronics,121,5252.2,0,315,0
2022-11-01,SKU_001,Electronics,135,4907.75,0,136,0
2022-11-02,SKU_001,Electronics,110,5477.84,0,337,0
2022-11-03,SKU_001,Electronics,137,4526.19,0,296,0
2022-11-04,SKU_001,Electronics,141,4752.94,0,492,0
2022-11-05,SKU_001,Electronics,182,4838.3,0,278,0
2022-11-06,SKU_001,Electronics,152,4677.61,0,146,0
2022-11-07,SKU_001,Electronics,146,5304.25,0,137,0
2022-11-08,SKU_001,Electronics,131,5221.22,0,169,0
2022-11-09,SKU_001,Electronics,105,4586.01,0,379,0
2022-11-10,SKU_001,Electronics,115,4584.59,0,200,0
2022-11-11,SKU_001,Electronics,130,5202.91,0,434,0
2022-11-12,SKU_001,Electronics,161,5316.38,0,453,0
2022-11-13,SKU_001,Electronics,163,4862.09,0,168,0
2022-11-14,SKU_001,Electronics,120,4767.11,0,310,0
2022-11-15,SKU_001,Electronics,140,4861.79,0,102,0
2022-11-16,SKU_001,Electronics,118,4793.51,0,391,0
2022-11-17,SKU_001,Electronics,121,5064.76,0,108,0
2022-11-18,SKU_001,Electronics,129,5393.47,0,177,0
2022-11-19,SKU_001,Electronics,150,5011.46,0,58,0
2022-11-20,SKU_001,Electronics,135,5040.63,0,286,0
2022-11-21,SKU_001,Electronics,110,5144.03,0,53,0
2022-11-22,SKU_001,Electronics,120,4631.35,0,78,0
2022-11-23,SKU_001,Electronics,119,4517.49,0,195,0
2022-11-24,SKU_001,Electronics,117,5028.66,0,91,0
2022-11-25,SKU_001,Electronics,234,5053.17,0,202,0
2022-11-26,SKU_001,Electronics,215,4996.47,0,125,0
2022-11-27,SKU_001,Electronics,210,5099.5,0,358,0
2022-11-28,SKU_001,Electronics,187,4674.44,0,222,0
2022-11-29,SKU_001,Electronics,122,5269.86,0,95,0
2022-11-30,SKU_001,Electronics,140,4546.06,0,359,0
2022-12-01,SKU_001,Electronics,122,5102.13,0,331,0
2022-12-02,SKU_001,Electronics,128,4567.34,0,316,0
2022-12-03,SKU_001,Electronics,140,5218.0,0,344,0
2022-12-04,SKU_001,Electronics,135,5109.38,0,359,0
2022-12-05,SKU_001,Electronics,151,5435.74,0,118,0
2022-12-06,SKU_001,Electronics,122,4982.76,0,299,0
2022-12-07,SKU_001,Electronics,119,4995.37,0,414,0
2022-12-08,SKU_001,Electronics,128,4653.74,0,250,0
2022-12-09,SKU_001,Electronics,122,4574.22,0,66,0
2022-12-10,SKU_001,Electronics,154,4911.81,0,110,0
2022-12-11,SKU_001,Electronics,144,4745.45,0,180,0
2022-12-12,SKU_001,Electronics,148,4576.85,0,157,0
2022-12-13,SKU_001,Electronics,113,5089.21,0,324,0
2022-12-14,SKU_001,Electronics,137,4813.63,0,492,0
2022-12-15,SKU_001,Electronics,125,4684.2,0,367,0
2022-12-16,SKU_001,Electronics,134,5457.08,0,388,0
2022-12-17,SKU_001,Electronics,161,5157.75,0,423,0
2022-12-18,SKU_001,Electronics,159,5136.2,0,249,0
2022-12-19,SKU_001,Electronics,125,4720.27,0,459,0
2022-12-20,SKU_001,Electronics,106,4550.69,0,75,0
2022-12-21,SKU_001,Electronics,136,4533.04,0,166,0
2022-12-22,SKU_001,Electronics,128,5229.98,0,420,0
2022-12-23,SKU_001,Electronics,126,5360.97,0,472,0
2022-12-24,SKU_001,Electronics,160,4954.15,0,492,0
2022-12-25,SKU_001,Electronics,135,4619.64,0,147,0
2022-12-26,SKU_001,Electronics,132,5383.92,0,220,0
2022-12-27,SKU_001,Electronics,142,4564.44,0,64,0
2022-12-28,SKU_001,Electronics,116,5302.92,0,53,0
2022-12-29,SKU_001,Electronics,119,5124.87,0,65,0
2022-12-30,SKU_001,Electronics,139,4925.83,0,157,0
2022-12-31,SKU_001,Electronics,153,5437.98,0,276,0
2023-01-01,SKU_001,Electronics,165,4569.12,0,351,0
2023-01-02,SKU_001,Electronics,141,4900.95,0,294,0
2023-01-03,SKU_001,Electronics,118,4978.79,0,321,0
2023-01-04,SKU_001,Electronics,121,4920.37,0,438,0
2023-01-05,SKU_001,Electronics,144,5231.23,0,226,0
2023-01-06,SKU_001,Electronics,123,4786.28,0,373,0
2023-01-07,SKU_001,Electronics,142,5214.51,0,342,0
2023-01-08,SKU_001,Electronics,152,4883.35,0,393,0
2023-01-09,SKU_001,Electronics,130,4623.51,0,236,0
2023-01-10,SKU_001,Electronics,125,5378.04,0,351,0
2023-01-11,SKU_001,Electronics,117,5099.78,0,111,0
2023-01-12,SKU_001,Electronics,113,5490.07,0,108,0
2023-01-13,SKU_001,Electronics,131,4900.6,0,398,0
2023-01-14,SKU_001,Electronics,166,5011.69,0,379,0
2023-01-15,SKU_001,Electronics,172,4546.04,0,362,0
2023-01-16,SKU_001,Electronics,119,5278.53,0,311,0
2023-01-17,SKU_001,Electronics,120,5299.71,0,103,0
2023-01-18,SKU_001,Electronics,122,5257.19,0,111,0
2023-01-19,SKU_001,Electronics,113,5495.24,0,52,0
2023-01-20,SKU_001,Electronics,120,4722.87,0,138,0
2023-01-21,SKU_001,Electronics,160,5091.92,0,447,0
2023-01-22,SKU_001,Electronics,151,4890.19,0,172,0
2023-01-23,SKU_001,Electronics,140,4628.59,0,186,0
2023-01-24,SKU_001,Electronics,126,5430.5,0,444,0
2023-01-25,SKU_001,Electronics,125,4586.07,0,173,0
2023-01-26,SKU_001,Electronics,199,5222.38,1,139,0
2023-01-27,SKU_001,Electronics,147,5031.6,0,86,0
2023-01-28,SKU_001,Electronics,199,4575.22,0,130,0
2023-01-29,SKU_001,Electronics,173,4560.6,0,350,0
2023-01-30,SKU_001,Electronics,157,5323.62,0,105,0
2023-01-31,SKU_001,Electronics,121,5161.08,0,89,0
2023-02-01,SKU_001,Electronics,107,5377.55,0,196,0
2023-02-02,SKU_001,Electronics,133,5367.09,0,141,0
2023-02-03,SKU_001,Electronics,137,5196.43,0,219,0
2023-02-04,SKU_001,Electronics,159,4604.91,0,204,0
2023-02-05,SKU_001,Electronics,145,5379.79,0,363,0
2023-02-06,SKU_001,Electronics,133,4964.48,0,80,0
2023-02-07,SKU_001,Electronics,125,4834.15,0,207,0
2023-02-08,SKU_001,Electronics,129,5407.62,0,131,0
2023-02-09,SKU_001,Electronics,132,5006.47,0,344,0
2023-02-10,SKU_001,Electronics,132,4692.19,0,62,0
2023-02-11,SKU_001,Electronics,155,5130.79,0,272,0
2023-02-12,SKU_001,Electronics,153,4875.72,0,497,0
2023-02-13,SKU_001,Electronics,145,4606.06,0,463,0
2023-02-14,SKU_001,Electronics,130,4517.52,0,282,0
2023-02-15,SKU_001,Electronics,126,5131.6,0,271,0
2023-02-16,SKU_001,Electronics,131,5252.65,0,327,0
2023-02-17,SKU_001,Electronics,130,4566.92,0,268,0
2023-02-18,SKU_001,Electronics,158,4665.44,0,61,0
2023-02-19,SKU_001,Electronics,155,4844.91,0,169,0
2023-02-20,SKU_001,Electronics,119,4544.83,0,355,0
2023-02-21,SKU_001,Electronics,152,5093.38,0,56,0
2023-02-22,SKU_001,Electronics,119,4564.71,0,82,0
2023-02-23,SKU_001,Electronics,126,5269.35,0,107,0
2023-02-24,SKU_001,Electronics,103,4500.13,0,479,0
2023-02-25,SKU_001,Electronics,161,4601.27,0,88,0
2023-02-26,SKU_001,Electronics,153,5026.02,0,334,0
2023-02-27,SKU_001,Electronics,115,4581.46,0,133,0
2023-02-28,SKU_001,Electronics,136,5153.48,0,76,0
2023-03-01,SKU_001,Electronics,105,4819.78,0,471,0
2023-03-02,SKU_001,Electronics,121,4729.01,0,494,0
2023-03-03,SKU_001,Electronics,132,5213.88,0,323,0
2023-03-04,SKU_001,Electronics,150,5363.29,0,257,0
2023-03-05,SKU_001,Electronics,139,4702.76,0,142,0
2023-03-06,SKU_001,Electronics,130,5275.54,0,128,0
2023-03-07,SKU_001,Electronics,147,4516.96,0,398,0
2023-03-08,SKU_001,Electronics,157,4630.32,0,230,0
2023-03-09,SKU_001,Electronics,148,4500.33,0,322,0
2023-03-10,SKU_001,Electronics,132,5106.28,0,389,0
2023-03-11,SKU_001,Electronics,162,4990.6,0,368,0
2023-03-12,SKU_001,Electronics,150,5150.49,0,166,0
2023-03-13,SKU_001,Electronics,110,5483.25,0,258,0
2023-03-14,SKU_001,Electronics,151,4510.72,0,323,0
2023-03-15,SKU_001,Electronics,117,5473.6,0,215,0
2023-03-16,SKU_001,Electronics,147,4790.7,0,350,0
2023-03-17,SKU_001,Electronics,131,5248.11,0,90,0
2023-03-18,SKU_001,Electronics,159,4741.1,0,426,0
2023-03-19,SKU_001,Electronics,150,4981.36,0,141,0
2023-03-20,SKU_001,Electronics,129,5201.42,0,251,0
2023-03-21,SKU_001,Electronics,129,5381.46,0,463,0
2023-03-22,SKU_001,Electronics,119,4532.3,0,165,0
2023-03-23,SKU_001,Electronics,111,5476.37,0,139,0
2023-03-24,SKU_001,Electronics,115,5188.43,0,192,0
2023-03-25,SKU_001,Electronics,148,4603.65,0,366,0
